-0.1,-4.85E-04
-0.2,-1.01E-03
-0.3,-1.62E-03
-0.4,-2.35E-03
-0.5,-3.21E-03
-0.6,-4.18E-03
-0.7,-5.25E-03
-0.8,-6.39E-03
-0.9,-7.54E-03
-1,-8.73E-03
-1.1,-9.93E-03
-1.2,-1.11E-02
-1.3,-1.14E-02
-1.4,-1.02E-02
-1.5,-1.04E-02
-1.6,-1.07E-02
-1.7,-1.13E-02
-1.8,-1.29E-02
-1.9,-1.06E-02
-2,-1.25E-02
-2.1,-1.16E-02
-2.2,-1.25E-02
-2.3,-1.39E-02
-2.4,-1.27E-02
-2.5,-1.20E-02
-2.6,-1.38E-02
-2.7,-1.57E-02
-2.8,-1.45E-02
-2.9,-1.39E-02
-3,-1.60E-02
-3.1,-1.61E-02
-3.2,-1.50E-02
-3.3,-1.43E-02
-3.4,-1.37E-02
-3.5,-1.39E-02
-3.6,-1.43E-02
-3.7,-1.39E-02
-3.8,-1.34E-02
-3.9,-7.07E-03
-4,-5.54E-03
-4.1,-4.65E-03
-4.2,-1.84E-04
-4.3,-5.16E-04
-4.4,-8.75E-05
-4.5,-9.21E-05
-4.6,-1.01E-04
-4.7,-1.10E-04
-4.8,-1.22E-04
-4.9,-1.39E-04
